offset,Chord,NormalForm,PCsInNormalForm,file,Composer,Measure Number,Measure Beat Number
387.25,<music21.chord.Chord F4 B3 G3 D3>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,129,2.75
387.5,<music21.chord.Chord E4 C4 G3 C3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,129,3.0
388,<music21.chord.Chord E5 C5 C4 G4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,129,3.5
388.5,<music21.chord.Chord E5 D5 B3 G#4>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,130,1.0
388.75,<music21.chord.Chord F#5 D5>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,130,1.25
388.875,<music21.chord.Chord G#5 D5>,"[0, 6]","[2, 8]",Con moto D850 II A Major.mid,Schubert,130,1.375
389,<music21.chord.Chord F#5 D5 B3 G#4>,"[0, 2, 5, 8]","[6, 8, 11, 2]",Con moto D850 II A Major.mid,Schubert,130,1.5
389.375,<music21.chord.Chord E5 D5>,"[0, 2]","[2, 4]",Con moto D850 II A Major.mid,Schubert,130,1.875
389.5,<music21.chord.Chord C#5 A3 A4>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,130,2.0
389.75,<music21.chord.Chord A5 C#5>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,130,2.25
390,<music21.chord.Chord E5 C#5 A3 E4 A4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,130,2.5
390.25,<music21.chord.Chord C#6 C#5>,[0],[1],Con moto D850 II A Major.mid,Schubert,130,2.75
390.5,<music21.chord.Chord G#5 B4 E5 B3 E4 G#4>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,130,3.0
391.5,<music21.chord.Chord G#5 A4 E-5 B2 B3>,"[0, 1, 3, 7]","[8, 9, 11, 3]",Con moto D850 II A Major.mid,Schubert,131,1.0
392,<music21.chord.Chord F#5 A4 E-5 B2 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",Con moto D850 II A Major.mid,Schubert,131,1.5
392.375,<music21.chord.Chord E5 A4 E-5 B2 B3>,"[0, 2, 6, 7]","[9, 11, 3, 4]",Con moto D850 II A Major.mid,Schubert,131,1.875
392.5,<music21.chord.Chord G#4 E3 B3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,131,2.0
393.25,<music21.chord.Chord G#3 E3 B3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,131,2.75
393.5,<music21.chord.Chord B3>,[0],[11],Con moto D850 II A Major.mid,Schubert,131,3.0
393.75,<music21.chord.Chord E4>,[0],[4],Con moto D850 II A Major.mid,Schubert,131,3.25
394,<music21.chord.Chord G#4 B3 E3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,131,3.5
394.25,<music21.chord.Chord G#4 B4 B3 E3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,131,3.75
394.5,<music21.chord.Chord C#5 A4 C#4 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,132,1.0
395,<music21.chord.Chord B-4 G4 B-3 E3>,"[0, 3, 6]","[4, 7, 10]",Con moto D850 II A Major.mid,Schubert,132,1.5
395.5,<music21.chord.Chord B4 G#4 B3 E3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,132,2.0
396.25,<music21.chord.Chord B3 E3>,"[0, 5]","[11, 4]",Con moto D850 II A Major.mid,Schubert,132,2.75
396.5,<music21.chord.Chord E4 B3 E3>,"[0, 5]","[11, 4]",Con moto D850 II A Major.mid,Schubert,132,3.0
396.75,<music21.chord.Chord G#4 B3 E3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,132,3.25
397,<music21.chord.Chord B4 G#4 E4 E3 B3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,132,3.5
397.25,<music21.chord.Chord E5 G#4 B4 E4 E3 B3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,132,3.75
397.5,<music21.chord.Chord F#5 G#4 B4 F#4 E3 B3>,"[0, 2, 4, 7]","[4, 6, 8, 11]",Con moto D850 II A Major.mid,Schubert,133,1.0
398,<music21.chord.Chord G#5 G#4 C5 E3 C4 E4>,"[0, 4, 8]","[0, 4, 8]",Con moto D850 II A Major.mid,Schubert,133,1.5
398.5,<music21.chord.Chord A4 C#5 G#5 F4 A3 C#4>,"[0, 4, 7, 8]","[1, 5, 8, 9]",Con moto D850 II A Major.mid,Schubert,133,2.0
399.5,<music21.chord.Chord F#5 A4 C#5 F#4 A3 C#4>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,133,3.0
399.75,<music21.chord.Chord A4 F#4 A3 C#4>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,133,3.25
400,<music21.chord.Chord C#5 A4 C#4 A3>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,133,3.5
400.25,<music21.chord.Chord E5 A4 C#4 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,133,3.75
400.5,<music21.chord.Chord E-5 A4 E-4 B3>,"[0, 2, 6]","[9, 11, 3]",Con moto D850 II A Major.mid,Schubert,134,1.0
401,<music21.chord.Chord C#5 A4 E4 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,134,1.5
401.5,<music21.chord.Chord B4 A4 E-3 B3>,"[0, 2, 6]","[9, 11, 3]",Con moto D850 II A Major.mid,Schubert,134,2.0
402.25,<music21.chord.Chord B4 E-3 B3>,"[0, 4]","[11, 3]",Con moto D850 II A Major.mid,Schubert,134,2.75
402.5,<music21.chord.Chord E-5 E-3 B3>,"[0, 4]","[11, 3]",Con moto D850 II A Major.mid,Schubert,134,3.0
402.75,<music21.chord.Chord F#5 E-3 B3>,"[0, 4, 7]","[11, 3, 6]",Con moto D850 II A Major.mid,Schubert,134,3.25
403,<music21.chord.Chord A5 E-4 B4>,"[0, 2, 6]","[9, 11, 3]",Con moto D850 II A Major.mid,Schubert,134,3.5
403.25,<music21.chord.Chord B5 E-4 B4>,"[0, 4]","[11, 3]",Con moto D850 II A Major.mid,Schubert,134,3.75
403.375,<music21.chord.Chord C#6 E-6 E-4 B4>,"[0, 2, 4]","[11, 1, 3]",Con moto D850 II A Major.mid,Schubert,134,3.875
403.5,<music21.chord.Chord C#6 C#5>,[0],[1],Con moto D850 II A Major.mid,Schubert,135,1.0
404,<music21.chord.Chord B5 A5 E-4 B4>,"[0, 2, 6]","[9, 11, 3]",Con moto D850 II A Major.mid,Schubert,135,1.5
404.5,<music21.chord.Chord C#6 A5 E4 C#5>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,135,2.0
405.5,<music21.chord.Chord G#5 B5 B4 E4>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,135,3.0
405.75,<music21.chord.Chord B3>,[0],[11],Con moto D850 II A Major.mid,Schubert,135,3.25
406,<music21.chord.Chord E4 G#4 G#3>,"[0, 4]","[4, 8]",Con moto D850 II A Major.mid,Schubert,135,3.5
406.25,<music21.chord.Chord E4 G#4 G#3 F#3>,"[0, 2, 4]","[4, 6, 8]",Con moto D850 II A Major.mid,Schubert,135,3.75
406.5,<music21.chord.Chord C#5 E4 G#4 G#3 E3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,136,1.0
407,<music21.chord.Chord F#4 G#4 C5 E-3 G#3 C4>,"[0, 3, 6, 8]","[0, 3, 6, 8]",Con moto D850 II A Major.mid,Schubert,136,1.5
407.5,<music21.chord.Chord E4 A4 C#5 C#3 E3 A3 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,136,2.0
408.25,<music21.chord.Chord E-4 C#3 E3 A3 C#4>,"[0, 4, 6, 7]","[9, 1, 3, 4]",Con moto D850 II A Major.mid,Schubert,136,2.75
408.5,<music21.chord.Chord E4 C#3 E3 A3 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,136,3.0
408.75,<music21.chord.Chord A4 C#3 E3 A3 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,136,3.25
409,<music21.chord.Chord C#5>,[0],[1],Con moto D850 II A Major.mid,Schubert,136,3.5
409.25,<music21.chord.Chord E5 E4 C#4>,"[0, 3]","[1, 4]",Con moto D850 II A Major.mid,Schubert,136,3.75
409.5,<music21.chord.Chord E5 F#5 B3 E4>,"[0, 2, 7]","[4, 6, 11]",Con moto D850 II A Major.mid,Schubert,137,1.0
410,<music21.chord.Chord D5 E5 G#5 E4>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,137,1.5
410.5,<music21.chord.Chord G#5 B5 D5 F4 G#4 A3>,"[0, 1, 3, 6, 9]","[8, 9, 11, 2, 5]",Con moto D850 II A Major.mid,Schubert,137,2.0
413.5,<music21.chord.Chord F#5 A5 D5 F#4 A4 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,138,2.0
416.5,<music21.chord.Chord G5 C#5 A4 A3 E4>,"[0, 3, 6, 8]","[1, 4, 7, 9]",Con moto D850 II A Major.mid,Schubert,139,2.0
418,<music21.chord.Chord A5 G5 C#5 A4 A3 E4>,"[0, 3, 6, 8]","[1, 4, 7, 9]",Con moto D850 II A Major.mid,Schubert,139,3.5
418.125,<music21.chord.Chord G5 C#5 A4 A3 E4>,"[0, 3, 6, 8]","[1, 4, 7, 9]",Con moto D850 II A Major.mid,Schubert,139,3.625
418.25,<music21.chord.Chord F#5 C#5 A4 A3 E4>,"[0, 3, 5, 8]","[1, 4, 6, 9]",Con moto D850 II A Major.mid,Schubert,139,3.75
418.375,<music21.chord.Chord G5 C#5 A4 A3 E4>,"[0, 3, 6, 8]","[1, 4, 7, 9]",Con moto D850 II A Major.mid,Schubert,139,3.875
418.5,<music21.chord.Chord F#5 C#5 A4 A3 E4>,"[0, 3, 5, 8]","[1, 4, 6, 9]",Con moto D850 II A Major.mid,Schubert,140,1.0
418.75,<music21.chord.Chord G5 C#5 A4 A3 E4>,"[0, 3, 6, 8]","[1, 4, 7, 9]",Con moto D850 II A Major.mid,Schubert,140,1.25
419,<music21.chord.Chord B5 C#5 A4 A3 E4>,"[0, 2, 4, 7]","[9, 11, 1, 4]",Con moto D850 II A Major.mid,Schubert,140,1.5
419.25,<music21.chord.Chord A5 C#5 A4 A3 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,140,1.75
419.5,<music21.chord.Chord F#5 D5 A4 D3 A3 D4>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,140,2.0
420.25,<music21.chord.Chord F#4>,[0],[6],Con moto D850 II A Major.mid,Schubert,140,2.75
420.5,<music21.chord.Chord A4>,[0],[9],Con moto D850 II A Major.mid,Schubert,140,3.0
420.75,<music21.chord.Chord D5>,[0],[2],Con moto D850 II A Major.mid,Schubert,140,3.25
421,<music21.chord.Chord F#5>,[0],[6],Con moto D850 II A Major.mid,Schubert,140,3.5
421.25,<music21.chord.Chord A5 D5 A4 F#3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,140,3.75
421.5,<music21.chord.Chord G#5 E5 D5 A4 E3 G#3>,"[0, 2, 6, 7]","[2, 4, 8, 9]",Con moto D850 II A Major.mid,Schubert,141,1.0
421.5833333,<music21.chord.Chord E3 G#3>,"[0, 4]","[4, 8]",Con moto D850 II A Major.mid,Schubert,141,1.0833333
422,<music21.chord.Chord F#5 A4 D3 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,141,1.5
422.5,<music21.chord.Chord A4 E5 C#3 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,141,2.0
423.25,<music21.chord.Chord C#4 C#3 A3>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,141,2.75
423.5,<music21.chord.Chord E4 C#3 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,141,3.0
423.75,<music21.chord.Chord A4 C#3 A3>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,141,3.25
424,<music21.chord.Chord C#5>,[0],[1],Con moto D850 II A Major.mid,Schubert,141,3.5
424.25,<music21.chord.Chord E5 E4 A4 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,141,3.75
424.5,<music21.chord.Chord E-5 B4 B3 E-4>,"[0, 4]","[11, 3]",Con moto D850 II A Major.mid,Schubert,142,1.0
425,<music21.chord.Chord C#5 A3 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,142,1.5
425.5,<music21.chord.Chord E4 B4 G#3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,142,2.0
426,<music21.chord.Chord F#4 B-4 E5 C#4 E4>,"[0, 3, 6, 8]","[10, 1, 4, 6]",Con moto D850 II A Major.mid,Schubert,142,2.5
426.5,<music21.chord.Chord G#4 B4 E5 G#5 B3 E4>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,142,3.0
427.5,<music21.chord.Chord G#5 A4 B4 E-5 B2 B3>,"[0, 1, 3, 7]","[8, 9, 11, 3]",Con moto D850 II A Major.mid,Schubert,143,1.0
428.25,<music21.chord.Chord F#5 A4 B4 E-5 B2 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",Con moto D850 II A Major.mid,Schubert,143,1.75
428.5,<music21.chord.Chord G#4 B4 E5 E3 B3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,143,2.0
430,<music21.chord.Chord E4>,[0],[4],Con moto D850 II A Major.mid,Schubert,143,3.5
430.5,<music21.chord.Chord C#4 A4>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,144,1.0
430.75,<music21.chord.Chord C#4 A4>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,144,1.25
431,<music21.chord.Chord C#4 A4 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,144,1.5
431.25,<music21.chord.Chord E4 B4 G#3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,144,1.75
431.5,<music21.chord.Chord A4 C#5 A3>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,144,2.0
431.75,<music21.chord.Chord A2>,[0],[9],Con moto D850 II A Major.mid,Schubert,144,2.25
432,<music21.chord.Chord A4 C#5 A2>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,144,2.5
432.25,<music21.chord.Chord A4 C#5 A1>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,144,2.75
432.5,<music21.chord.Chord A4 C#5 A2>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,144,3.0
432.75,<music21.chord.Chord A4 C#5>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,144,3.25
433,<music21.chord.Chord A4 C#5 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,144,3.5
433.25,<music21.chord.Chord E4 B4 G#3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,144,3.75
433.5,<music21.chord.Chord C#4 A4 F#3>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,145,1.0
433.75,<music21.chord.Chord F#4 A4>,"[0, 3]","[6, 9]",Con moto D850 II A Major.mid,Schubert,145,1.25
434,<music21.chord.Chord F#4 A4 C#3>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,145,1.5
434.25,<music21.chord.Chord C#4 G#4 E3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,145,1.75
434.5,<music21.chord.Chord A3 F#4 D3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,145,2.0
434.75,<music21.chord.Chord D2>,[0],[2],Con moto D850 II A Major.mid,Schubert,145,2.25
435,<music21.chord.Chord A3 F#4 D2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,145,2.5
435.25,<music21.chord.Chord A3 F#4 A1>,"[0, 3]","[6, 9]",Con moto D850 II A Major.mid,Schubert,145,2.75
435.5,<music21.chord.Chord A3 F#4 D2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,145,3.0
435.75,<music21.chord.Chord A3 F#4 F#2>,"[0, 3]","[6, 9]",Con moto D850 II A Major.mid,Schubert,145,3.25
436,<music21.chord.Chord F#4 D2>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,145,3.5
436.25,<music21.chord.Chord F#4 C#2>,"[0, 5]","[1, 6]",Con moto D850 II A Major.mid,Schubert,145,3.75
436.5,<music21.chord.Chord D4 B4 B1>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,146,1.0
436.75,<music21.chord.Chord D4 B4>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,146,1.25
437,<music21.chord.Chord D4 B4 F#3>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,146,1.5
437.25,<music21.chord.Chord F#4 C#5 B-3>,"[0, 4, 7]","[6, 10, 1]",Con moto D850 II A Major.mid,Schubert,146,1.75
437.5,<music21.chord.Chord B4 D5 B3>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,146,2.0
437.75,<music21.chord.Chord B2>,[0],[11],Con moto D850 II A Major.mid,Schubert,146,2.25
438,<music21.chord.Chord B4 D5 B2>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,146,2.5
438.25,<music21.chord.Chord B4 D5 B1>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,146,2.75
438.5,<music21.chord.Chord B4 D5 B2>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,146,3.0
438.75,<music21.chord.Chord B4 D5>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,146,3.25
439,<music21.chord.Chord B4 D5 F#3>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,146,3.5
439.25,<music21.chord.Chord F#4 C#5 A3>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,146,3.75
439.5,<music21.chord.Chord D4 B4 G#3>,"[0, 3, 6]","[8, 11, 2]",Con moto D850 II A Major.mid,Schubert,147,1.0
439.75,<music21.chord.Chord G#4 B4>,"[0, 3]","[8, 11]",Con moto D850 II A Major.mid,Schubert,147,1.25
440,<music21.chord.Chord G#4 B4 E-3>,"[0, 3, 7]","[8, 11, 3]",Con moto D850 II A Major.mid,Schubert,147,1.5
440.25,<music21.chord.Chord E-4 A4 F#3>,"[0, 3, 6]","[3, 6, 9]",Con moto D850 II A Major.mid,Schubert,147,1.75
440.5,<music21.chord.Chord B3 G#4 E3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,147,2.0
440.75,<music21.chord.Chord E2>,[0],[4],Con moto D850 II A Major.mid,Schubert,147,2.25
441,<music21.chord.Chord B3 G#4 E2>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,147,2.5
441.25,<music21.chord.Chord B3 G#4 B1>,"[0, 3]","[8, 11]",Con moto D850 II A Major.mid,Schubert,147,2.75
441.5,<music21.chord.Chord B3 G#4 E2>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,147,3.0
441.75,<music21.chord.Chord G#3 E4 G#4 E2 E3>,"[0, 4]","[4, 8]",Con moto D850 II A Major.mid,Schubert,147,3.25
442.25,<music21.chord.Chord A3 E4 A4 F#2 E3 F#3>,"[0, 2, 5]","[4, 6, 9]",Con moto D850 II A Major.mid,Schubert,147,3.75
442.5,<music21.chord.Chord B3 E4 B4 G#2 E3 G#3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,148,1.0
442.75,<music21.chord.Chord C#4 A4 C#5 A2 A3>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,148,1.25
443.25,<music21.chord.Chord D4 A4 D5 B2 A3 B3>,"[0, 2, 5]","[9, 11, 2]",Con moto D850 II A Major.mid,Schubert,148,1.75
443.5,<music21.chord.Chord E4 A4 E5 C#3 A3 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,148,2.0
444,<music21.chord.Chord E4 A4 E5 C#3 A3 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,148,2.5
444.75,<music21.chord.Chord A4 E5 C#3 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,148,3.25
445,<music21.chord.Chord A4 C#5 A5 E3 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,148,3.5
445.25,<music21.chord.Chord A4 E5 C#3 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,148,3.75
445.5,<music21.chord.Chord A4 C#5 A2 A3>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,149,1.0
445.75,<music21.chord.Chord A4 G#2 G#3>,"[0, 1]","[8, 9]",Con moto D850 II A Major.mid,Schubert,149,1.25
446,<music21.chord.Chord A4 C#5 F#2 F#3>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,149,1.5
446.25,<music21.chord.Chord A4 E5 E2 E3>,"[0, 5]","[4, 9]",Con moto D850 II A Major.mid,Schubert,149,1.75
446.5,<music21.chord.Chord F#4 A4 F#5 D2 A2 D3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,149,2.0
447,<music21.chord.Chord F#4 A4 F#5 D2 A2 D3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,149,2.5
447.75,<music21.chord.Chord F#4 A4 F#5 A2 D2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,149,3.25
448,<music21.chord.Chord F#4 A4 F#5 D3 D2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,149,3.5
448.25,<music21.chord.Chord E4 A4 E5 C#3 C#2 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,149,3.75
448.5,<music21.chord.Chord F#4 A4 F#5 D3 D2 A2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,150,1.0
448.75,<music21.chord.Chord F#4 A4 F#5 A2 D2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,150,1.25
449,<music21.chord.Chord F#4 A4 F#5 D3 D2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,150,1.5
449.25,<music21.chord.Chord G4 A4 G5 E3 E2 A2>,"[0, 3, 5]","[4, 7, 9]",Con moto D850 II A Major.mid,Schubert,150,1.75
449.5,<music21.chord.Chord F#4 D5 F#5 D2 A2 D3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,150,2.0
450,<music21.chord.Chord F#4 D5 F#5 D2 A2 D3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,150,2.5
450.75,<music21.chord.Chord D4 A4 F#2 F#3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,150,3.25
451,<music21.chord.Chord D4 F#4 D5 A2 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,150,3.5
451.25,<music21.chord.Chord D4 A4 F#2 F#3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,150,3.75
451.5,<music21.chord.Chord D4 F#4 D2 D3>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,151,1.0
451.75,<music21.chord.Chord D4 A4 F#2 F#3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,151,1.25
452,<music21.chord.Chord D4 F#4 D5 D2 D3>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,151,1.5
452.25,<music21.chord.Chord E4 A4 E5 C#2 C#3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,151,1.75
452.5,<music21.chord.Chord F#4 D5 F#5 B1 B2>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,151,2.0
453,<music21.chord.Chord F#4 D5 F#5 B1 B2>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,151,2.5
453.75,<music21.chord.Chord D5 F#5 D6 B1 F#2 B2>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,151,3.25
454.25,<music21.chord.Chord D5 F#5 D6 B1 F#2 B2>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,151,3.75
454.5,<music21.chord.Chord G#4 D5 G#5 E2 B2 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,152,1.0
455,<music21.chord.Chord G#4 D5 G#5 E2 B2 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,152,1.5
455.75,<music21.chord.Chord A4 C#5 A5 A1 E2 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,152,2.25
456.25,<music21.chord.Chord A4 C#5 A5 A1 E2 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,152,2.75
456.5,<music21.chord.Chord A3 C#4 A4 A2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,152,3.0
457,<music21.chord.Chord A3 C#4 A4 A2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,152,3.5
457.75,<music21.chord.Chord A3 C#4 A4>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,153,1.25
458.75,<music21.chord.Chord A4>,[0],[9],Con moto D850 II A Major.mid,Schubert,153,2.25
459,<music21.chord.Chord F#4 D5>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,153,2.5
459.25,<music21.chord.Chord A4 E5>,"[0, 5]","[4, 9]",Con moto D850 II A Major.mid,Schubert,153,2.75
459.5,<music21.chord.Chord D5 F#5>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,153,3.0
459.75,<music21.chord.Chord D3>,[0],[2],Con moto D850 II A Major.mid,Schubert,153,3.25
460,<music21.chord.Chord D5 F#5 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,153,3.5
460.25,<music21.chord.Chord D5 F#5 D3>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,153,3.75
